Shipment_ID,Order_Date,Dispatch_Date,Delivery_Date,Origin_City,Destination_City,Origin_Region,Destination_Region,Distance_km,Carrier,Vehicle_Type,Package_Weight_kg,Package_Volume_m3,Priority_Level,Temperature_Sensitive,Fragile,Actual_Delivery_Time_Hours,Estimated_Delivery_Time_Hours,On_Time_Delivery,Delivery_Cost_NOK,Fuel_Cost_NOK,CO2_Emissions_kg,Route_Efficiency_Score,Weather_Condition,Traffic_Condition
SHP5498,23/01/2024,25/01/2024,25/01/2024,Oslo,Bergen,Østlandet,Vestlandet,579,DB Schenker,Truck,10.97,0.033,Standard,0,0,7.8,7.8,1,6951,3646,145,100,Clear,Low
SHP5499,07/02/2024,08/02/2024,08/02/2024,Bergen,Drammen,Vestlandet,Østlandet,334,DB Schenker,Truck,3.04,0.003,Standard,0,0,5.3,5.3,1,4009,2104,83,100,Clear,Low
SHP5500,23/01/2024,24/01/2024,24/01/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,560,FedEx Norway,Truck,2.27,0.01,Standard,0,0,8.7,8.7,1,6720,3527,140,100,Rain,Medium
SHP5501,10/02/2024,11/02/2024,11/02/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,435,Posten,Truck,7.46,0.044,Standard,1,0,6.4,6.4,1,5220,2739,109,100,Clear,Low
SHP5502,25/02/2024,27/02/2024,27/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Bring,Truck,0.67,0.006,Standard,0,1,5.2,5.2,1,4680,2457,98,100,Rain,Low
SHP5503,14/03/2024,16/03/2024,16/03/2024,Oslo,Bergen,Østlandet,Vestlandet,222,DHL Norway,Truck,5.1,0.007,Priority,1,0,2.5,2.5,1,3196,1397,55,100,Clear,Medium
SHP5504,05/03/2024,07/03/2024,07/03/2024,Stavanger,Stavanger,Vestlandet,Vestlandet,40,DHL Norway,Van,10.97,0.097,Standard,0,0,3,2,0,325,86,5,51,Snow,Low
SHP5505,12/01/2024,13/01/2024,13/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Norsk Transport,Train,34.32,0.322,Express,0,0,4.9,4.9,1,4886,778,16,100,Clear,Low
SHP5506,28/03/2024,29/03/2024,29/03/2024,Drammen,Bodø,Østlandet,Nord-Norge,507,PostNord,Truck,5.55,0.039,Standard,0,1,8.3,8.3,1,6086,3194,127,100,Clear,Medium
SHP5507,03/01/2024,04/01/2024,04/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Truck,2.23,0.003,Standard,0,0,6.9,6.9,1,5881,3087,122,100,Rain,Low
SHP5508,02/01/2024,03/01/2024,03/01/2024,Trondheim,Oslo,Trøndelag,Østlandet,490,DSV,Truck,17,0.068,Standard,0,0,7.1,7.1,1,5888,3087,122,100,Clear,Low
SHP5509,25/02/2024,27/02/2024,27/02/2024,Bodø,Oslo,Nord-Norge,Østlandet,532,Posten,Train,13.63,0.132,Standard,0,1,7.2,7.2,1,3198,766,16,100,Clear,Low
SHP5510,10/02/2024,11/02/2024,11/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,445,DB Schenker,Truck,19.64,0.066,Express,0,0,5.8,4.4,0,8033,2806,111,66,Storm,Low
SHP5511,25/02/2024,26/02/2024,26/02/2024,Stavanger,Kristiansand,Vestlandet,Sørlandet,354,DSV,Truck,2.42,0.01,Express,0,0,3.8,3.8,1,6376,2231,89,100,Fog,Medium
SHP5512,30/01/2024,31/01/2024,31/01/2024,Oslo,Bergen,Østlandet,Vestlandet,569,DB Schenker,Truck,5.19,0.038,Express,0,0,6.2,6.2,1,10248,3586,142,100,Rain,Medium
SHP5513,29/02/2024,01/03/2024,01/03/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,419,Norsk Transport,Truck,39.93,0.328,Standard,1,0,5.7,5.7,1,5051,2641,105,100,Clear,Low
SHP5514,28/03/2024,30/03/2024,30/03/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,405,DB Schenker,Truck,1.72,0.004,Express,0,0,4.3,4.3,1,7295,2553,101,100,Rain,Medium
SHP5515,30/03/2024,31/03/2024,31/03/2024,Bergen,Drammen,Vestlandet,Østlandet,281,Bring,Van,11.13,0.084,Standard,0,0,5.3,5.3,1,2253,607,34,100,Clear,Low
SHP5516,02/03/2024,03/03/2024,03/03/2024,Stavanger,Stavanger,Vestlandet,Vestlandet,19,Posten,Van,2.71,0.025,Standard,0,0,2.9,2,0,152,41,2,57,Storm,Medium
SHP5517,11/01/2024,12/01/2024,12/01/2024,Tromsø,Stavanger,Nord-Norge,Vestlandet,421,FedEx Norway,Truck,6.93,0.05,Express,0,1,4.5,4.5,1,7585,2653,105,100,Rain,Medium
SHP5518,17/03/2024,19/03/2024,19/03/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Truck,16.12,0.018,Express,0,1,6,6,1,9732,3402,135,100,Clear,Low
SHP5519,03/03/2024,05/03/2024,05/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,218,Posten,Truck,6.71,0.01,Standard,0,0,3.7,3.7,1,2618,1373,54,100,Clear,Low
SHP5520,12/03/2024,14/03/2024,14/03/2024,Kristiansand,Trondheim,Sørlandet,Trøndelag,266,Posten,Truck,16.37,0.097,Priority,0,0,4.2,3.3,0,3843,1677,67,73,Rain,High
SHP5521,17/02/2024,18/02/2024,18/02/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,480,DSV,Truck,5.56,0.008,Express,1,1,7.7,5.3,0,8639,3022,120,54,Snow,Medium
SHP5522,07/01/2024,09/01/2024,09/01/2024,Tromsø,Drammen,Nord-Norge,Østlandet,253,Posten,Truck,73.43,0.58,Standard,0,0,5.3,3.3,0,3076,1596,63,40,Snow,High
SHP5523,22/03/2024,24/03/2024,24/03/2024,Trondheim,Oslo,Trøndelag,Østlandet,490,Norsk Transport,Truck,5.72,0.025,Standard,0,1,7.6,6.3,0,5883,3087,122,79,Storm,Low
SHP5524,19/01/2024,20/01/2024,20/01/2024,Fredrikstad,Bodø,Østlandet,Nord-Norge,518,Scandinavian Express,Truck,1.62,0.01,Priority,0,0,7,7,1,7454,3261,129,100,Clear,Low
SHP5525,29/03/2024,31/03/2024,31/03/2024,Bergen,Oslo,Vestlandet,Østlandet,439,Scandinavian Express,Truck,5.14,0.032,Express,0,0,4.8,4.8,1,7905,2765,110,100,Clear,Low
SHP5526,15/02/2024,16/02/2024,16/02/2024,Drammen,Fredrikstad,Østlandet,Østlandet,491,Posten,Train,13.57,0.064,Standard,0,1,5.6,5.6,1,2955,708,15,100,Rain,Low
SHP5527,21/03/2024,23/03/2024,24/03/2024,Tromsø,Oslo,Nord-Norge,Østlandet,1740,Norsk Transport,Truck,18.83,0.042,Standard,1,0,27.4,27.4,1,20889,10962,435,100,Clear,Medium
SHP5528,18/01/2024,20/01/2024,20/01/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,492,Scandinavian Express,Truck,6.16,0.06,Standard,1,0,9.5,6.4,0,5908,3100,123,51,Storm,High
SHP5529,10/03/2024,11/03/2024,11/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Norsk Transport,Truck,9.03,0.019,Standard,1,1,6.4,6.4,1,4685,2457,98,100,Rain,Low
SHP5530,13/01/2024,15/01/2024,15/01/2024,Oslo,Drammen,Østlandet,Østlandet,316,DB Schenker,Train,18.64,0.101,Standard,1,0,4.8,3.7,0,1903,455,9,69,Storm,Low
SHP5531,10/02/2024,12/02/2024,12/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,PostNord,Train,16.8,0.157,Standard,1,0,4.6,4.6,1,2348,562,12,100,Clear,Low
SHP5532,24/03/2024,26/03/2024,26/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,548,Posten,Train,10.72,0.09,Standard,1,0,6.9,6.9,1,3294,789,16,100,Clear,Low
SHP5533,12/01/2024,13/01/2024,13/01/2024,Bergen,Ålesund,Vestlandet,Vestlandet,482,FedEx Norway,Truck,16.88,0.161,Priority,0,0,5.3,5.3,1,6950,3036,120,100,Clear,Medium
SHP5534,04/01/2024,06/01/2024,06/01/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,506,Posten,Truck,8.58,0.029,Priority,0,0,6.3,5.7,0,7285,3185,126,89,Clear,High
SHP5535,06/03/2024,07/03/2024,07/03/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,392,Bring,Train,0.1,0,Express,0,0,4.4,3.5,0,3527,564,12,76,Rain,High
SHP5536,30/03/2024,31/03/2024,31/03/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,217,Scandinavian Express,Van,0.42,0.002,Priority,0,0,4,4,1,2079,468,26,100,Clear,Low
SHP5537,05/03/2024,06/03/2024,06/03/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,455,Bring,Truck,39.02,0.228,Express,0,0,4.2,4.2,1,8222,2867,114,100,Rain,Medium
SHP5538,05/01/2024,06/01/2024,07/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Posten,Container Ship,1.57,0.011,Standard,0,1,46.2,46.2,1,6961,7830,313,100,Clear,Low
SHP5539,06/01/2024,08/01/2024,08/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,597,Scandinavian Express,Truck,5.18,0.035,Priority,0,0,12.2,8.4,0,8607,3764,149,54,Snow,Low
SHP5540,21/02/2024,23/02/2024,23/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Scandinavian Express,Truck,27.15,0.153,Standard,0,0,5.3,5.3,1,4694,2457,98,100,Rain,Low
SHP5541,15/03/2024,16/03/2024,16/03/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,501,Posten,Truck,2.17,0.013,Standard,0,0,10.5,7.4,0,6008,3154,125,58,Storm,Low
SHP5542,12/03/2024,14/03/2024,14/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,412,FedEx Norway,Truck,18.57,0.105,Standard,0,0,7.6,6.8,0,4955,2597,103,88,Clear,Severe
SHP5543,23/02/2024,24/02/2024,24/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,434,Bring,Truck,17.05,0.103,Standard,0,0,6,6,1,5215,2733,108,100,Clear,Medium
SHP5544,28/02/2024,01/03/2024,01/03/2024,Bergen,Drammen,Vestlandet,Østlandet,330,Bring,Truck,42.93,0.185,Standard,0,0,6.4,4.6,0,3984,2080,83,59,Snow,Low
SHP5545,26/02/2024,27/02/2024,27/02/2024,Fredrikstad,Drammen,Østlandet,Østlandet,531,Bring,Truck,3.31,0.028,Express,0,1,6.1,6.1,1,9568,3348,133,100,Clear,Medium
SHP5546,24/03/2024,26/03/2024,26/03/2024,Oslo,Oslo,Østlandet,Østlandet,49,Posten,Van,3.79,0.007,Standard,0,0,2,2,1,396,106,6,100,Clear,Low
SHP5547,25/02/2024,27/02/2024,27/02/2024,Trondheim,Bergen,Trøndelag,Vestlandet,610,Bring,Truck,23.32,0.154,Priority,0,1,7.4,7.4,1,8798,3843,152,100,Fog,Medium
SHP5548,16/03/2024,17/03/2024,17/03/2024,Trondheim,Ålesund,Trøndelag,Vestlandet,217,Posten,Van,2.67,0.007,Standard,0,0,4.9,4.9,1,1739,469,26,100,Clear,Medium
SHP5549,29/01/2024,30/01/2024,30/01/2024,Fredrikstad,Stavanger,Østlandet,Vestlandet,576,Norsk Transport,Train,7.94,0.077,Priority,0,0,5.7,5.7,1,4154,830,17,100,Clear,Low
SHP5550,04/01/2024,06/01/2024,06/01/2024,Bodø,Tromsø,Nord-Norge,Nord-Norge,550,DB Schenker,Truck,12.29,0.052,Standard,0,0,8.1,8.1,1,6607,3465,138,100,Clear,Low
SHP5551,20/03/2024,21/03/2024,21/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,289,FedEx Norway,Truck,3.17,0.029,Standard,0,0,4.2,3.8,0,3472,1822,72,88,Clear,Severe
SHP5552,08/03/2024,09/03/2024,09/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,PostNord,Truck,27.87,0.168,Standard,0,0,5.5,5.5,1,4694,2457,98,100,Rain,Low
SHP5553,12/01/2024,14/01/2024,14/01/2024,Tromsø,Drammen,Nord-Norge,Østlandet,385,Posten,Truck,10.96,0.031,Standard,0,0,5.7,5.7,1,4629,2427,96,100,Clear,Low
SHP5554,21/03/2024,22/03/2024,22/03/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,Norsk Transport,Truck,0.48,0.003,Standard,0,0,8.8,8.8,1,6480,3402,135,100,Rain,Medium
SHP5555,12/01/2024,13/01/2024,13/01/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,418,FedEx Norway,Truck,1.46,0.011,Standard,1,0,6.1,6.1,1,5019,2635,105,100,Clear,Medium
SHP5556,21/03/2024,22/03/2024,22/03/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,510,Bring,Truck,2.12,0.021,Standard,0,0,8.5,7,0,6124,3215,128,78,Snow,Medium
SHP5557,26/01/2024,27/01/2024,27/01/2024,Drammen,Stavanger,Østlandet,Vestlandet,418,Posten,Truck,2.81,0.004,Standard,0,0,5.9,5.9,1,5015,2632,104,100,Clear,Medium
SHP5558,04/03/2024,05/03/2024,05/03/2024,Bodø,Bergen,Nord-Norge,Vestlandet,329,PostNord,Truck,13.12,0.03,Priority,1,0,4.7,4.7,1,4742,2071,82,100,Rain,Medium
SHP5559,02/02/2024,04/02/2024,04/02/2024,Ålesund,Trondheim,Vestlandet,Trøndelag,413,PostNord,Truck,0.93,0.007,Standard,1,0,6.8,6.8,1,4959,2603,103,100,Fog,Low
SHP5560,25/01/2024,26/01/2024,26/01/2024,Drammen,Bergen,Østlandet,Vestlandet,279,FedEx Norway,Truck,4.32,0.006,Standard,0,0,5.2,4.7,0,3349,1757,70,88,Rain,High
SHP5561,01/01/2024,02/01/2024,02/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,298,Posten,Van,24.23,0.155,Express,0,0,3.8,3.8,1,3597,644,36,100,Clear,Low
SHP5562,10/02/2024,11/02/2024,11/02/2024,Kristiansand,Ålesund,Sørlandet,Vestlandet,316,Posten,Truck,8.13,0.034,Standard,0,0,4.3,4.3,1,3792,1989,79,100,Clear,Low
SHP5563,03/02/2024,05/02/2024,05/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,486,DSV,Truck,3.09,0.027,Standard,0,0,6.6,6.6,1,5836,3063,122,100,Clear,Low
SHP5564,10/01/2024,12/01/2024,13/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,DB Schenker,Truck,31.48,0.185,Standard,0,1,27.2,27.2,1,20896,10962,435,100,Rain,Low
SHP5565,22/03/2024,24/03/2024,24/03/2024,Tromsø,Stavanger,Nord-Norge,Vestlandet,289,Posten,Truck,2.8,0.009,Standard,0,0,3.9,3.9,1,3474,1823,72,100,Clear,Low
SHP5566,08/01/2024,09/01/2024,09/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,430,Bring,Truck,23.55,0.083,Standard,0,1,6.7,5.5,0,5170,2708,107,79,Snow,Low
SHP5567,03/01/2024,04/01/2024,04/01/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DSV,Truck,12.94,0.097,Standard,0,0,7.6,5.2,0,4686,2457,98,52,Storm,Medium
SHP5568,04/01/2024,06/01/2024,06/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,485,PostNord,Truck,13.49,0.095,Standard,0,0,8.3,8.3,1,5831,3058,121,100,Clear,Low
SHP5569,03/03/2024,04/03/2024,04/03/2024,Kristiansand,Oslo,Sørlandet,Østlandet,352,Bring,Truck,14.48,0.105,Express,1,0,3.4,3.4,1,6354,2220,88,100,Clear,Low
SHP5570,12/02/2024,14/02/2024,14/02/2024,Stavanger,Fredrikstad,Vestlandet,Østlandet,375,DSV,Truck,7.06,0.068,Express,0,0,4.5,4.5,1,6760,2364,94,100,Fog,Low
SHP5571,17/03/2024,18/03/2024,18/03/2024,Drammen,Stavanger,Østlandet,Vestlandet,431,DHL Norway,Truck,16.85,0.075,Express,1,0,4.4,4.4,1,7765,2713,108,100,Clear,Medium
SHP5572,29/01/2024,31/01/2024,31/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Norsk Transport,Truck,18.09,0.034,Standard,0,0,10.4,8.2,0,6489,3402,135,73,Clear,Severe
SHP5573,09/02/2024,10/02/2024,10/02/2024,Fredrikstad,Stavanger,Østlandet,Vestlandet,413,Posten,Truck,4.47,0.03,Standard,0,0,5.7,5.7,1,4964,2605,103,100,Rain,Low
SHP5574,05/03/2024,06/03/2024,06/03/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,553,Bring,Truck,5.11,0.017,Standard,0,0,8.3,8.3,1,6642,3486,138,100,Clear,Medium
SHP5575,13/01/2024,14/01/2024,14/01/2024,Bergen,Ålesund,Vestlandet,Vestlandet,371,Norsk Transport,Truck,21.96,0.189,Standard,0,0,9.1,6.1,0,4467,2339,93,50,Storm,High
SHP5576,04/03/2024,05/03/2024,05/03/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,561,Bring,Truck,7.44,0.057,Standard,0,0,7.3,7.3,1,6732,3533,140,100,Rain,Low
SHP5577,22/01/2024,24/01/2024,24/01/2024,Oslo,Drammen,Østlandet,Østlandet,563,PostNord,Truck,20.17,0.144,Priority,0,0,8.4,7,0,8113,3544,141,80,Clear,High
SHP5578,01/02/2024,02/02/2024,02/02/2024,Ålesund,Trondheim,Vestlandet,Trøndelag,219,DB Schenker,Truck,9.86,0.024,Standard,0,1,3.7,2.9,0,2638,1382,55,74,Clear,High
SHP5579,19/02/2024,21/02/2024,21/02/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,267,Bring,Truck,9,0.043,Standard,0,1,3.7,3.7,1,3213,1684,67,100,Fog,Low
SHP5580,03/02/2024,05/02/2024,05/02/2024,Bodø,Bodø,Nord-Norge,Nord-Norge,5,DB Schenker,Van,0.31,0.001,Standard,0,1,2,2,1,44,12,1,100,Rain,Low
SHP5581,19/01/2024,20/01/2024,20/01/2024,Bergen,Oslo,Vestlandet,Østlandet,355,DB Schenker,Truck,3.26,0.008,Express,0,0,3.9,3.4,0,6391,2236,89,85,Clear,High
SHP5582,29/03/2024,30/03/2024,30/03/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,304,DSV,Truck,6.97,0.036,Standard,0,0,4.8,4.8,1,3655,1917,76,100,Clear,Low
SHP5583,14/02/2024,15/02/2024,15/02/2024,Fredrikstad,Tromsø,Østlandet,Nord-Norge,227,Posten,Truck,8.85,0.031,Standard,0,1,3.3,3.3,1,2733,1433,57,100,Clear,Low
SHP5584,07/01/2024,08/01/2024,08/01/2024,Drammen,Drammen,Østlandet,Østlandet,25,Scandinavian Express,Van,9.95,0.025,Express,0,0,2.7,2,0,311,55,3,67,Storm,Low
SHP5585,05/03/2024,07/03/2024,07/03/2024,Bodø,Kristiansand,Nord-Norge,Sørlandet,249,Bring,Truck,12.6,0.067,Standard,0,0,3.2,3.2,1,2993,1568,62,100,Clear,Low
SHP5586,29/03/2024,30/03/2024,30/03/2024,Bergen,Oslo,Vestlandet,Østlandet,309,DB Schenker,Truck,10.68,0.058,Standard,0,0,4.9,4.2,0,3719,1950,77,84,Clear,High
SHP5587,24/03/2024,25/03/2024,25/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,FedEx Norway,Truck,18.88,0.05,Express,0,0,6.6,4.5,0,7034,2457,98,55,Storm,Low
SHP5588,01/01/2024,02/01/2024,02/01/2024,Drammen,Drammen,Østlandet,Østlandet,6,Bring,Van,3.5,0.012,Priority,0,0,2,2,1,62,14,1,100,Clear,Low
SHP5589,04/02/2024,06/02/2024,06/02/2024,Drammen,Stavanger,Østlandet,Vestlandet,393,PostNord,Truck,10.26,0.036,Standard,0,1,5.4,5.4,1,4722,2477,98,100,Clear,Medium
SHP5590,13/02/2024,15/02/2024,15/02/2024,Trondheim,Ålesund,Trøndelag,Vestlandet,577,Scandinavian Express,Truck,0.53,0.002,Standard,1,0,12.6,8.4,0,6923,3635,144,50,Storm,High
SHP5591,09/03/2024,11/03/2024,11/03/2024,Oslo,Bergen,Østlandet,Vestlandet,585,Bring,Truck,6.54,0.054,Standard,0,0,9.4,7.7,0,7029,3688,146,77,Clear,High
SHP5592,16/02/2024,18/02/2024,18/02/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,Bring,Truck,3.12,0.027,Standard,0,0,4.3,3.3,0,2522,1323,52,69,Storm,Low
SHP5593,22/01/2024,23/01/2024,23/01/2024,Bergen,Bodø,Vestlandet,Nord-Norge,532,FedEx Norway,Truck,4.79,0.013,Standard,0,0,9.7,8.3,0,6390,3353,133,84,Clear,Severe
SHP5594,10/01/2024,12/01/2024,12/01/2024,Bergen,Trondheim,Vestlandet,Trøndelag,610,Posten,Truck,4.38,0.01,Priority,0,0,7,7,1,8787,3843,152,100,Clear,Medium
SHP5595,07/02/2024,09/02/2024,09/02/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,43,Posten,Van,0.62,0.004,Standard,1,0,2,2,1,343,92,5,100,Clear,Medium
SHP5596,14/03/2024,15/03/2024,15/03/2024,Drammen,Kristiansand,Østlandet,Sørlandet,596,FedEx Norway,Train,6.29,0.059,Standard,0,0,9.6,7,0,3577,858,18,63,Storm,Low
SHP5597,26/02/2024,27/02/2024,27/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DHL Norway,Truck,52.27,0.454,Standard,0,0,6.7,5.3,0,4706,2457,98,74,Clear,High
SHP5598,25/02/2024,26/02/2024,26/02/2024,Bergen,Ålesund,Vestlandet,Vestlandet,399,Scandinavian Express,Truck,3.55,0.008,Standard,1,0,5.5,5.5,1,4793,2516,100,100,Clear,Medium
SHP5599,13/03/2024,15/03/2024,15/03/2024,Oslo,Bergen,Østlandet,Vestlandet,439,Posten,Train,13.32,0.049,Standard,0,1,5.5,5.5,1,2639,632,13,100,Clear,Low
SHP5600,08/03/2024,09/03/2024,09/03/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Truck,7.94,0.058,Standard,0,1,8.9,8.9,1,6484,3402,135,100,Clear,Low
SHP5601,04/01/2024,05/01/2024,05/01/2024,Fredrikstad,Stavanger,Østlandet,Vestlandet,567,Posten,Train,3.93,0.023,Express,0,0,6.6,5.3,0,5106,817,17,75,Rain,High
SHP5602,26/01/2024,28/01/2024,28/01/2024,Tromsø,Fredrikstad,Nord-Norge,Østlandet,515,DB Schenker,Truck,0.94,0.004,Standard,0,0,8.3,7.4,0,6182,3246,129,87,Clear,High
SHP5603,13/02/2024,15/02/2024,15/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,DB Schenker,Truck,2.43,0.007,Standard,0,0,3.7,2.8,0,2521,1323,52,67,Snow,Low
SHP5604,05/02/2024,07/02/2024,07/02/2024,Fredrikstad,Drammen,Østlandet,Østlandet,294,Bring,Truck,15.23,0.082,Standard,1,1,6.4,4.6,0,3535,1852,73,60,Snow,Medium
SHP5605,12/02/2024,14/02/2024,14/02/2024,Tromsø,Trondheim,Nord-Norge,Trøndelag,358,Posten,Truck,3.27,0.014,Standard,0,1,5.8,5.1,0,4302,2258,90,86,Clear,High
SHP5606,13/01/2024,14/01/2024,14/01/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,316,DB Schenker,Truck,1.56,0.015,Standard,0,0,5.2,5.2,1,3797,1993,79,100,Clear,Low
SHP5607,03/03/2024,05/03/2024,05/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,DSV,Cargo Plane,4.02,0.038,Express,0,0,2.6,2.6,1,65253,78300,487,100,Clear,Low
SHP5608,12/03/2024,14/03/2024,14/03/2024,Bodø,Ålesund,Nord-Norge,Vestlandet,322,Posten,Truck,8.77,0.037,Priority,0,0,6.4,4.4,0,4647,2031,81,54,Storm,Medium
SHP5609,28/02/2024,01/03/2024,01/03/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,FedEx Norway,Truck,12.16,0.051,Standard,0,0,3.4,3.4,1,2526,1323,52,100,Clear,Low
SHP5610,14/03/2024,16/03/2024,16/03/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,212,Posten,Truck,4.9,0.021,Express,0,0,2,2,1,3826,1338,53,100,Clear,Low
SHP5611,03/03/2024,04/03/2024,04/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,557,PostNord,Train,6.89,0.054,Standard,0,0,7.9,7.9,1,3345,802,17,100,Rain,Low
SHP5612,08/01/2024,10/01/2024,10/01/2024,Stavanger,Kristiansand,Vestlandet,Sørlandet,570,FedEx Norway,Train,6.07,0.027,Standard,0,0,7.7,7.7,1,3421,820,17,100,Fog,Medium
SHP5613,21/01/2024,22/01/2024,22/01/2024,Oslo,Bergen,Østlandet,Vestlandet,390,DSV,Truck,0.1,0.001,Standard,0,1,5.7,5.7,1,4683,2459,98,100,Clear,Low
SHP5614,03/02/2024,05/02/2024,05/02/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Truck,5.04,0.005,Standard,0,0,10.2,7.3,0,6483,3402,135,60,Snow,Low
SHP5615,11/01/2024,13/01/2024,13/01/2024,Bergen,Ålesund,Vestlandet,Vestlandet,288,Bring,Truck,8.85,0.035,Standard,0,0,4.5,4.5,1,3459,1813,72,100,Clear,Low
SHP5616,15/03/2024,16/03/2024,16/03/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,598,FedEx Norway,Truck,8.44,0.057,Standard,0,0,10,10,1,7185,3770,150,100,Clear,Low
SHP5617,22/03/2024,24/03/2024,24/03/2024,Kristiansand,Trondheim,Sørlandet,Trøndelag,329,Bring,Truck,13.85,0.094,Standard,1,0,4.9,4.9,1,3950,2070,82,100,Clear,Low
SHP5618,28/02/2024,01/03/2024,01/03/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,383,PostNord,Train,11.1,0.054,Standard,0,0,4.7,4.7,1,2304,552,11,100,Rain,Low
SHP5619,16/02/2024,18/02/2024,18/02/2024,Kristiansand,Bergen,Sørlandet,Vestlandet,375,Scandinavian Express,Truck,3.24,0.01,Standard,0,0,4.9,4.9,1,4500,2361,94,100,Clear,Low
SHP5620,28/03/2024,29/03/2024,29/03/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,433,Scandinavian Express,Truck,2.95,0.018,Standard,0,1,5.8,5.8,1,5197,2727,108,100,Clear,Low
SHP5621,28/03/2024,30/03/2024,30/03/2024,Fredrikstad,Kristiansand,Østlandet,Sørlandet,208,DSV,Van,6.24,0.059,Express,0,1,3,3,1,2505,450,25,100,Clear,Low
SHP5622,06/03/2024,07/03/2024,07/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,364,DHL Norway,Truck,13.2,0.058,Standard,0,1,5.1,5.1,1,4379,2295,91,100,Clear,Medium
SHP5623,07/01/2024,08/01/2024,08/01/2024,Drammen,Ålesund,Østlandet,Vestlandet,347,Scandinavian Express,Train,0.99,0.003,Standard,0,0,5.2,4.4,0,2082,500,10,81,Clear,Severe
SHP5624,26/02/2024,28/02/2024,28/02/2024,Bodø,Stavanger,Nord-Norge,Vestlandet,218,Bring,Van,29.63,0.057,Standard,0,0,4.9,4.9,1,1759,471,26,100,Clear,Medium
SHP5625,12/01/2024,14/01/2024,14/01/2024,Drammen,Oslo,Østlandet,Østlandet,318,Bring,Truck,7.83,0.069,Express,0,0,3.4,3.4,1,5728,2003,79,100,Clear,Medium
SHP5626,30/01/2024,31/01/2024,31/01/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,Posten,Van,3.66,0.017,Standard,1,0,5.7,4.6,0,1682,454,25,76,Clear,Severe
SHP5627,05/02/2024,06/02/2024,06/02/2024,Stavanger,Drammen,Vestlandet,Østlandet,583,Posten,Train,11.82,0.102,Express,0,1,4.8,4.8,1,5255,839,17,100,Clear,Low
